"Labor Force and Unemployment Data"

"Geographic Area:","City or Town"
"Area","Holyoke"
"Time Frame:","2026, 2025, 2024, 2023, 2022, 2021, 2020, 2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004, 2003, 2002, 2001, 2000, 1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990"
"Not Seasonally Adjusted"
"Area","Year","Month","Labor Force","Employed","Unemployed","Area Rate","Massachusetts Rate"
"Springfield","1993","November","66852","60828","6024","9.0","6.2"
"Springfield","1993","December","66508","60556","5952","8.9","6.1"
"Springfield","1993","Annual","67205","60177","7028","10.5","7.3"
"Springfield","1992","January","68480","59908","8572","12.5","9.9"
"Springfield","1992","February","69044","60466","8578","12.4","9.7"
"Springfield","1992","March","68867","60637","8230","12.0","9.4"
"Springfield","1992","April","68192","60983","7209","10.6","8.6"
"Springfield","1992","May","68447","61164","7283","10.6","8.7"
"Springfield","1992","June","69441","61439","8002","11.5","9.2"
"Springfield","1992","July","68635","60999","7636","11.1","8.9"
"Springfield","1992","August","68024","60716","7308","10.7","8.5"
"Springfield","1992","September","67346","60171","7175","10.7","8.7"
"Springfield","1992","October","67573","60817","6756","10.0","7.9"
"Springfield","1992","November","68720","61236","7484","10.9","8.1"
"Springfield","1992","December","68737","61077","7660","11.1","8.0"
"Springfield","1992","Annual","68459","60801","7658","11.2","8.8"
"Springfield","1991","January","67866","60303","7563","11.1","8.9"
"Springfield","1991","February","68352","60584","7768","11.4","9.1"
"Springfield","1991","March","68636","60809","7827","11.4","9.2"
"Springfield","1991","April","68671","61458","7213","10.5","8.5"
"Springfield","1991","May","69079","61209","7870","11.4","8.9"
"Springfield","1991","June","70183","61649","8534","12.2","9.2"
"Springfield","1991","July","69714","61325","8389","12.0","9.1"
"Springfield","1991","August","69530","61090","8440","12.1","8.9"
"Springfield","1991","September","69345","61059","8286","11.9","9.0"
"Springfield","1991","October","69554","61569","7985","11.5","8.5"
"Springfield","1991","November","69788","61588","8200","11.7","8.6"
"Springfield","1991","December","69532","61259","8273","11.9","8.8"
"Springfield","1991","Annual","69188","61159","8029","11.6","8.9"
"Springfield","1990","January","69459","64304","5155","7.4","5.9"
"Springfield","1990","February","69873","64801","5072","7.3","6.0"
"Springfield","1990","March","69992","65046","4946","7.1","6.0"
"Springfield","1990","April","70110","65191","4919","7.0","5.8"
"Springfield","1990","May","70511","65445","5066","7.2","5.8"
"Springfield","1990","June","71192","65468","5724","8.0","6.0"
"Springfield","1990","July","71001","64906","6095","8.6","6.4"
"Springfield","1990","August","70925","64931","5994","8.5","6.5"
"Springfield","1990","September","69904","63972","5932","8.5","6.8"
"Springfield","1990","October","69846","64160","5686","8.1","6.6"
"Springfield","1990","November","70143","63783","6360","9.1","7.1"
"Springfield","1990","December","69939","63174","6765","9.7","7.5"
"Springfield","1990","Annual","70241","64598","5643","8.0","6.4"

"The labor force estimates for towns with 2010 Census population of less than 1,000 were produced using the BLS methodology, but are not official BLS estimates."

"This workforce product was funded by a grant awarded by the U.S. Department of Labor's Employment and Training Administration. The product was created by the recipient and does not necessarily reflect the official position of the U.S. Department of Labor. The Department of Labor makes no guarantees, warranties, or assurances of any kind, express or implied, with respect to such information, including any information on linked sites and including, but not limited to, accuracy of the information or its completeness, timeliness, usefulness, adequacy, continued availability, or ownership. This product is copyrighted by the institution that created it. Internal use by an organization and/or personal use by an individual for non-commercial purposes is permissible. All other uses require the prior authorization of the copyright owner."
"The Federal Government reserves a paid-up, nonexclusive and irrevocable license to reproduce, publish or otherwise use, and to authorize others to use for federal purposes: i) the copyright in all products developed under the grant, including a subgrant or contract under the grant or subgrant; and ii) any rights of copyright to which the recipient, subrecipient or a contractor purchases ownership under an award (including but not limited to curricula, training models, technical assistance products, and any related materials). Such uses include, but are not limited to, the right to modify and distribute such products worldwide by any means, electronically or otherwise. Federal funds may not be used to pay any royalty or license fee for use of a copyrighted work, or the cost of acquiring by purchase a copyright in a work, where the Department has a license or rights of free use in such work, although they may be used to pay costs for obtaining a copy which is limited to the developer/seller costs of copying and shipping. If revenues are generated through selling products developed with grant funds, including intellectual property, these revenues are program income. Program income must be used in accordance with the provisions of this grant award and 2 CFR 200.307."
